,files,keys,en,hi,id,zh-Hant,ja,zh-Hans,Base,th,vi,ko
187,Flabuless/LocalizationStrings/Localizable.strings,"""You""","""You"";","""You"";","""Anda "";","""您"";","""あなたは"";","""您"";","""You"";","""คุณ"";","""Bạn"";","""귀하"";"
188,Flabuless/LocalizationStrings/Localizable.strings,"""Please enter Event Title""","""Please enter Event Title"";","""कृपया इवेंट का शीर्षक दर्ज करें "";","""Silakan masukkan Judul Acara"";","""請輸入活動標題"";","""イベントタイトルを入力してください"";","""请输入活动标题"";","""Please enter Event Title"";","""โปรดใส่ชื่อกิจกรรม"";","""Vui lòng nhập Tên Sự kiện"";","""이벤트 제목을 입력해 주세요"";"
189,Flabuless/LocalizationStrings/Localizable.strings,"""Oct""","""Oct"";","""अक्टूबर"";","""Oktober"";","""十月"";","""Oct"";","""十月"";","""Oct"";","""ตุลาคม"";","""Oct"";","""10 월"";"
190,Flabuless/LocalizationStrings/Localizable.strings,"""Done""","""Done"";","""हो गया "";","""Selesai"";","""完成"";","""完了"";","""完成"";","""Done"";","""เสร็จสิ้น"";","""Hoàn tất"";","""완료"";"
191,Flabuless/LocalizationStrings/Localizable.strings,"""EditEvent:Password:Text""","""Password"";","""Password"";","""Password"";","""Password"";","""パスワード"";","""Password"";",,"""Password"";","""Password"";","""Password"";"
192,Flabuless/LocalizationStrings/Localizable.strings,"""Boxing""","""Boxing"";","""बॉक्सिंग"";","""Tinju"";","""拳擊"";","""ボクシング"";","""拳击"";","""Boxing"";","""มวย"";","""Đấm bốc"";","""복싱"";"
193,Flabuless/LocalizationStrings/Localizable.strings,"""Apr""","""Apr"";","""अप्रैल"";","""April"";","""四月"";","""Apr"";","""四月"";","""Apr"";","""เมษายน"";","""Apr"";","""4 월"";"
194,Flabuless/LocalizationStrings/Localizable.strings,"""Login:AlertTextField:LastName""","""Enter Lastname"";","""Enter Lastname"";","""Enter Lastname"";","""Enter Lastname"";","""名を入力してください"";","""Enter Lastname"";","""Enter Lastname"";","""Enter Lastname"";","""Enter Lastname"";","""Enter Lastname"";"
195,Flabuless/LocalizationStrings/Localizable.strings,"""Tennis""","""Tennis"";","""टेनिस"";","""Tenis"";","""網球"";","""テニス"";","""网球"";","""Tennis"";","""เทนนิส"";","""Quần vợt"";","""테니스"";"
196,Flabuless/LocalizationStrings/Localizable.strings,"""Total Points:""","""Total Points:"";","""कुल अंकः"";","""Poin Total:"";","""總積分:"";","""合計ポイント"";","""总积分:"";","""Total Points:"";","""คะแนนรวม:"";","""Tổng Điểm:"";","""총점수:"";"
197,Flabuless/LocalizationStrings/Localizable.strings,"""Unable to update password, Please try after some  time.""",,,,,"""パスワードを更新できません。しばらくしてからお試しください"";",,,,,
198,Flabuless/LocalizationStrings/Localizable.strings,"""pm""","""pm"";",,,,"""午後"";",,"""pm"";",,,
199,Flabuless/LocalizationStrings/Localizable.strings,"""Select Cateogry""","""Select Cateogry"";","""श्रेणी चुनें "";","""Pilih Kategori"";","""選擇類別"";","""カテゴリを選んでください"";","""选择类别"";","""Select Cateogry"";","""เลือกหมวดหมู่"";","""Chọn Thể loại"";","""카테고리 선택"";"
200,Flabuless/LocalizationStrings/Localizable.strings,"""Clap""","""Clap"";","""ताली"";","""Tepuk"";","""拍"";","""拍手"";","""拍"";","""Clap"";","""ปรบมือ"";","""Vỗ tay"";","""박수"";"
201,Flabuless/LocalizationStrings/Localizable.strings,"""Sep""","""Sep"";","""सितम्बर"";","""September"";","""九月"";","""Sep"";","""九月"";","""Sep"";","""กันยายน"";","""Sep"";","""9 월"";"
202,Flabuless/LocalizationStrings/Localizable.strings,"""Password does not match.""","""Password does not match."";","""पासवर्ड मेल नहीं खाते."";","""Kata sandi tidak cocok."";","""密碼不相符。"";","""パスワードが一致しません。"";","""密码不匹配。"";","""Password does not match."";","""รหัสผ่านไม่ตรงกัน"";","""Mật khẩu không khớp."";","""비밀번호가 일치하지 않습니다."";"
203,Flabuless/LocalizationStrings/Localizable.strings,"""STEPS POINTS""","""STEPS POINTS"";","""कदम के अंक"";","""LANGKAH LANGKAH"";","""STEPS POINTS"";","""ステップポイント"";","""步骤点"";","""STEPS POINTS"";","""ขั้นตอนที่"";","""CÁC BƯỚC ĐIỂM"";","""단계 점수"";"
204,Flabuless/LocalizationStrings/Localizable.strings,"""Unable to access photos. Please go to settings and enable photo access to use this service.""","""Unable to access photos. Please go to settings and enable photo access to use this service."";","""फ़ोटो तक पहुंचने में असमर्थ। कृपया सेटिंग्स में जाएं और इस सेवा का उपयोग करने के लिए फोटो एक्सेस को सक्षम करें"";","""Tak bisa mengakses foto. Silakan buka setelan dan fungsikan akses foto untuk menggunakan layanan ini."";","""無法存取照片。請至手機的設定功能允許BS-fit取用照片。"";","""写真にアクセスできません。設定に移動し、このサービスを使用する写真へのアクセスを有効にしてください。"";","""无法访问照片。请转到设置并启用照片访问以使用此服务。"";","""Unable to access photos. Please go to settings and enable photo access to use this service."";","""ไม่สามารถเข้าถึงรูปภาพได้ โปรดไปที่การตั้งค่าและเปิดใช้งานการเข้าถึงภาพถ่ายเพื่อใช้บริการนี้"";","""Không thể truy cập ảnh. Vui lòng đi tới cài đặt và cho phép truy cập ảnh để sử dụng dịch vụ này."";","""사진에 액세스할 수 없습니다. 설정으로 이동하여 이 서비스를 사용할 수 있도록 사진 액세스를 활성화하십시오."";"
205,Flabuless/LocalizationStrings/Localizable.strings,"""Description""",,,,,"""特典内容"";",,,,,
206,Flabuless/LocalizationStrings/Localizable.strings,"""Website""",,,,,"""ウェブサイト"";",,,,,
207,Flabuless/LocalizationStrings/Localizable.strings,"""MaximumSteps1Month""","""Maximum steps per day"";","""मासिक अधिकतम रिकॉर्ड"";","""Rekaman maksimum bulanan"";","""每月最高紀錄"";","""毎月の最大レコード"";","""每月最高记录"";","""Maximum steps per day"";","""บันทึกสูงสุดรายเดือน"";","""Hồ sơ tối đa hàng tháng"";","""이번달최고기록"";"
208,Flabuless/LocalizationStrings/Localizable.strings,"""Delivery:ApplierInfo:Alert:LastName""","""Please enter your name for the Applier Info."";","""Please enter your name for the Applier Info."";","""Please enter your name for the Applier Info."";","""Please enter your name for the Applier Info."";","""申込者情報の名前を入力してください。"";","""Please enter your name for the Applier Info."";",,"""Please enter your name for the Applier Info."";","""Please enter your name for the Applier Info."";","""Please enter your name for the Applier Info."";"
209,Flabuless/LocalizationStrings/Localizable.strings,"""Login:AlertMessage:FirstName:""","""Please enter your first name"";","""Please enter your first name"";","""Please enter your first name"";","""Please enter your first name"";","""名を入力してください"";","""Please enter your first name"";",,"""Please enter your first name"";","""Please enter your first name"";","""Please enter your first name"";"
210,Flabuless/LocalizationStrings/Localizable.strings,"""WeChat""","""WeChat"";","""WeChat"";","""WeChat"";","""WeChat"";","""WeChat"";","""WeChat"";","""WeChat"";","""WeChat"";","""WeChat"";","""WeChat"";"
211,Flabuless/LocalizationStrings/Localizable.strings,"""ProfileEdit:ToastError:FirstName:""","""Please Enter First name"";","""Please Enter First name"";","""Please Enter First name"";","""Please Enter First name"";","""名前を入力してください。"";","""Please Enter First name"";",,"""Please Enter First name"";","""Please Enter First name"";","""Please Enter First name"";"
212,Flabuless/LocalizationStrings/Localizable.strings,"""Dec""","""Dec"";","""दिसम्बर"";","""Desember"";","""十二月"";","""Dec"";","""十二月"";","""Dec"";","""ธันวาคม"";","""Dec"";","""12 월"";"
213,Flabuless/LocalizationStrings/Localizable.strings,"""Some Error in fetching History Data.""","""Some Error in fetching History Data."";","""हिस्ट्री डेटा प्राप्त करने में कुछ त्रुटि."";","""Terjadi Kesalahan saat mengambil Data Riwayat."";","""擷取歷史數據發生錯誤。"";","""履歴データを取得中に何らかのエラーが発生しました。"";","""获取历史数据时出现一些错误。"";","""Some Error in fetching History Data."";","""Some Error in fetching History Data."";","""Có Lỗi xảy ra khi lấy Dữ liệu Lịch sử Hoạt động. "";","""기록 데이터 가져오기 중 몇가지 오류."";"
214,Flabuless/LocalizationStrings/Localizable.strings,"""Aug""","""Aug"";","""अगस्त"";","""Agustus"";","""八月"";","""Aug"";","""八月"";","""Aug"";","""สิงหาคม"";","""Aug"";","""8 월"";"
