,Unnamed: 0,files,keys,en,zh-Hans,vi,id,ms,th,ru
1218,0,SKOR/New Dashboard/Dasboard Table Custom Cells/HorizontalCollectionTableViewCell.strings,"""PuV-lp-7dZ.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Label"";","""Label"";",
1219,1,SKOR/New Dashboard/Dasboard Table Custom Cells/HorizontalCollectionTableViewCell.strings,"""eRz-wZ-Sel.normalTitle""","""View All"";","""View All"";","""Xem tất cả"";","""LIHAT SEMUA"";","""View All"";","""ดูทั้งหมด"";",
1220,2,SKOR/New Dashboard/Dasboard Table Custom Cells/HorizontalCollectionTableViewCell.strings,"""4Ye-Mw-FbH.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Label"";","""Label"";",
1221,0,SKOR/New Dashboard/Dasboard Table Custom Cells/DashboardPointsTableViewCell.strings,"""pgD-Gl-Roc.text""","""Pts"";","""分"";","""Điểm"";","""Pts"";","""Pts"";","""คะแนน"";",
1222,1,SKOR/New Dashboard/Dasboard Table Custom Cells/DashboardPointsTableViewCell.strings,"""guF-ex-uPd.text""","""10000"";","""10000"";","""10000"";","""10000"";","""10000"";","""10000"";",
1223,2,SKOR/New Dashboard/Dasboard Table Custom Cells/DashboardPointsTableViewCell.strings,"""3eq-De-QHC.text""","""Redeemed"";","""兑换"";","""Đã đổi"";","""DITEBUS"";","""Redeemed"";","""แลกรางวัลแล้ว"";",
1224,3,SKOR/New Dashboard/Dasboard Table Custom Cells/DashboardPointsTableViewCell.strings,"""P5L-O4-J4Z.text""","""Pts"";","""分"";","""Pts"";","""Pts"";","""Pts"";","""คะแนน"";",
1225,4,SKOR/New Dashboard/Dasboard Table Custom Cells/DashboardPointsTableViewCell.strings,"""TM1-yH-Iug.text""","""Total Points Earned :"";","""赚取的总积分 :"";","""Tổng số Điểm đã Tích lũy :"";","""Jumlah Mata Diperolehi :"";","""Total Points Earned :"";","""คะแนนรวมที่ได้รับ:"";",
1226,5,SKOR/New Dashboard/Dasboard Table Custom Cells/DashboardPointsTableViewCell.strings,"""Jxd-Fm-3PQ.text""","""3000"";","""3000"";","""3000"";","""3000"";","""3000"";","""3000"";",
1227,6,SKOR/New Dashboard/Dasboard Table Custom Cells/DashboardPointsTableViewCell.strings,"""x1d-Zc-y8i.text""","""Remaining"";","""剩余"";","""Còn lại"";","""Baki"";","""Remaining"";","""ที่เหลืออยู่"";",
1228,7,SKOR/New Dashboard/Dasboard Table Custom Cells/DashboardPointsTableViewCell.strings,"""Iua-z3-FSB.text""","""6000"";","""6000"";","""6000"";","""6000"";","""6000"";","""6000"";",
1229,8,SKOR/New Dashboard/Dasboard Table Custom Cells/DashboardPointsTableViewCell.strings,"""3i7-Op-lnc.normalTitle""","""VIEW MORE"";","""查看更多"";","""Xem Thêm"";","""Lihat Lagi"";","""VIEW MORE"";","""ดูเพิ่มเติม"";",
1230,0,SKOR/FacilityNearbyDetail/FacilityNearByDetailStoryboard.strings,"""1mB-lq-Sy3.text""",,"""地址"";","""ADDRESS"";","""ALAMAT"";","""ADDRESS"";","""ที่อยู่"";",
1231,1,SKOR/FacilityNearbyDetail/FacilityNearByDetailStoryboard.strings,"""bFu-WC-IXA.text""",,"""服务条款"";","""Điều khoản và điều kiện"";","""TERMA DAN SYARAT"";","""TERMS & CONDITIONS"";","""เงื่อนไขและข้อตกลง"";",
1232,2,SKOR/FacilityNearbyDetail/FacilityNearByDetailStoryboard.strings,"""FzQ-Jf-i8b.text""",,"""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam."";","""Lorem ipsum dolor sit er elit lamet, consectetaur cillium adipisicing pecu, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam."";","""Placeholder"";",
1233,3,SKOR/FacilityNearbyDetail/FacilityNearByDetailStoryboard.strings,"""pPx-rS-6GD.text""",,"""网站"";","""WEBSITE"";","""Laman Web"";","""WEBSITE"";","""เว็บไซต์"";",
1234,4,SKOR/FacilityNearbyDetail/FacilityNearByDetailStoryboard.strings,"""wh9-g0-AFO.normalTitle""",,"""阅读更多..."";","""Read More.."";","""Baca Lebih Lanjut.."";","""Read More.."";","""อ่านเพิ่มเติม."";",
1235,5,SKOR/FacilityNearbyDetail/FacilityNearByDetailStoryboard.strings,"""EJ0-5k-iuE.text""",,"""电话"";","""ĐIỆN THOẠI"";","""TELEFON"";","""PHONE"";","""โทรศัพท์"";",
1236,6,SKOR/FacilityNearbyDetail/FacilityNearByDetailStoryboard.strings,"""DbP-oX-CbQ.text""",,"""描述"";","""DESCRIPTION"";","""Deskripsi"";","""DESCRIPTION"";","""คำอธิบาย"";",
1237,7,SKOR/FacilityNearbyDetail/FacilityNearByDetailStoryboard.strings,"""F10-cK-eHj.normalTitle""",,"""签入"";","""CHECK IN"";","""Daftar masuk"";","""CHECK IN"";","""ลงทะเบียนอีเวนท์"";",
1238,0,SKOR/Rewards View/RewardsViewControllerCerraSG.strings,"""D6d-v3-Ot1.placeholder""","""   Search"";","""   搜索"";","""    Tìm kiếm"";","""   Cari"";","""   Search"";","""ค้นหา"";",
1239,1,SKOR/Rewards View/RewardsViewControllerCerraSG.strings,"""Azx-BL-lRA.text""","""You have earned 0 Rewards to redeem"";","""You have earned 0 Rewards to redeem"";","""Bạn đã nhận được 0 Phần thưởng để đổi"";","""You have earned 0 Rewards to redeem"";","""You have earned 0 Rewards to redeem"";","""คุณได้รับ 0 รางวัลเพื่อแลก"";",
1240,2,SKOR/Rewards View/RewardsViewControllerCerraSG.strings,"""qQe-q8-36e.text""","""Search Results"";","""搜索结果"";","""KẾT QUẢ TÌM KIẾM"";","""Hasil carian"";","""Search Results"";","""ผลการค้นหา"";",
1241,0,SKOR/PhysicalProduct/TableViewCell/PhysicalFormTableViewCell.strings,"""BY3-kw-aPS.placeholder""","""Email or Username"";","""Email or Username"";","""Email hoặc tên người dùng"";","""E-mel atau Nama pengguna"";","""Email or Username"";","""อีเมล หรือ ชื่อผู้ใช้งาน"";",
1242,0,SKOR/QrCodeReward/RewardQRCodeScanner.strings,"""PNR-8D-FgB.text""","""Look for the QR code with a red logo in the middle to scan."";","""มองหารหัส QR ที่มีโลโก้สีแดงอยู่ตรงกลางเพื่อสแกน"";","""Tìm mã QR có logo màu đỏ ở giữa để quét."";","""Cari kod QR dengan logo merah di tengahnya untuk diimbas."";","""Look for the QR code with a red logo in the middle to scan."";","""มองหารหัส QR ที่มีโลโก้สีแดงอยู่ตรงกลางเพื่อสแกน"";",
1243,1,SKOR/QrCodeReward/RewardQRCodeScanner.strings,"""CU4-ML-bp1.text""","""Scan QR code in store to enjoy your offer!"";","""สแกนรหัส QR ในร้านเพื่อรับข้อเสนอของคุณ!"";","""Quét mã QR trong cửa hàng để tận hưởng ưu đãi của bạn!"";","""Imbas kod QR di kedai untuk menikmati tawaran anda!"";","""Scan QR code in store to enjoy your offer!"";","""สแกนรหัส QR ในร้านเพื่อรับข้อเสนอของคุณ!"";",
1244,2,SKOR/QrCodeReward/RewardQRCodeScanner.strings,"""DZb-ns-QQD.text""","""Scan QR Code"";","""สแกนรหัส QR"";","""Quét mã QR"";","""Imbas Kod QR"";","""Scan QR Code"";","""สแกนรหัส QR"";",
1245,0,SKOR/AppreciateViewController.strings,"""dbM-xK-aP3.normalTitle""","""APPRECIATE"";","""赞赏"";","""GHI NHẬN"";","""MENGHARGAI"";","""APPRECIATE"";","""ขอบคุณ"";",
1246,1,SKOR/AppreciateViewController.strings,"""Cav-lJ-nhm.text""","""APPRECIATE"";","""赞赏"";","""GHI NHẬN"";","""MENGHARGAI"";","""APPRECIATE"";","""ขอบคุณ"";",
1247,0,SKOR/MFSidePanelView/MFSidePanelViewControllerCerraSG.strings,"""2QI-fl-lPb.text""","""Ashton Robert"";","""Ashton Robert"";","""Ashton Robert"";","""Ashton Robert"";","""Ashton Robert"";","""Ashton Robert"";",
1248,1,SKOR/MFSidePanelView/MFSidePanelViewControllerCerraSG.strings,"""OYB-30-KiW.text""","""GOLD"";","""GOLD"";","""GOLD"";","""GOLD"";","""GOLD"";","""GOLD"";",
1249,2,SKOR/MFSidePanelView/MFSidePanelViewControllerCerraSG.strings,"""NZL-La-UTT.normalTitle""","""View Profile"";","""查看配置文件"";","""Xem hồ sơ"";","""Lihat profil"";","""View Profile"";","""ดูข้อมูลโดยรวม"";",
1250,3,SKOR/MFSidePanelView/MFSidePanelViewControllerCerraSG.strings,"""JJ2-M9-8Vw.text""","""Version 2.6.0  •"";","""Version 2.6.0  •"";","""Version 2.6.0  •"";","""Version 2.6.0  •"";","""Version 2.6.0  •"";","""Version 2.6.0  •"";",
1251,0,PlistStrings/InfoPlist.strings,"""NSLocationAlwaysUsageDescription""","""Location required for nearby rewards."";","""请允许Rewards@NFC访问您的位置"";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";",
1252,1,PlistStrings/InfoPlist.strings,"""NSCameraUsageDescription""","""Rewards@NFC app will access you camera to update Profile image/ Events image"";","""Rewards@NFC 将访问您的相机来上载主页与活动照片"";","""Rewards@NFC app will access you camera to update Profile image/ Events image"";","""Rewards@NFC app will access you camera to update Profile image/ Events image"";","""Rewards@NFC app will access you camera to update Profile image/ Events image"";","""Rewards@NFC app will access you camera to update Profile image/ Events image"";",
1253,2,PlistStrings/InfoPlist.strings,"""NSLocationUsageDescription""","""Location required for nearby rewards."";","""请允许Rewards@NFC访问您的位置"";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";",
1254,3,PlistStrings/InfoPlist.strings,"""NSPhotoLibraryAddUsageDescription""","""Please allow access to save event image in your photo library"";","""请允许活动图像存入手机相簿"";","""Please allow access to save event image in your photo library"";","""Please allow access to save event image in your photo library"";","""Please allow access to save event image in your photo library"";","""Please allow access to save event image in your photo library"";",
1255,4,PlistStrings/InfoPlist.strings,"""NSMicrophoneUsageDescription""","""Rewards@NFC app will access your microphone for recording from mic"";","""请允许Rewards@NFC访问手机话筒以便录音"";","""Rewards@NFC app will access your microphone for recording from mic"";","""Rewards@NFC app will access your microphone for recording from mic"";","""Rewards@NFC app will access your microphone for recording from mic"";","""Rewards@NFC app will access your microphone for recording from mic"";",
1256,5,PlistStrings/InfoPlist.strings,"""NSPhotoLibraryUsageDescription""","""Use photo for profile image"";","""使用此照片上载图像"";","""Use photo for profile image"";","""Use photo for profile image"";","""Use photo for profile image"";","""Use photo for profile image"";",
1257,6,PlistStrings/InfoPlist.strings,"""NSLocationWhenInUseUsageDescription""","""Location required for nearby rewards."";","""请允许Rewards@NFC访问您的位置"";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";",
1258,7,PlistStrings/InfoPlist.strings,"""NSCalendarsUsageDescription""","""Calendar will be accessed to Sync with users calendar."";","""请允许Rewards@NFC与您的手机日历同步"";","""Calendar will be accessed to Sync with users calendar."";","""Calendar will be accessed to Sync with users calendar."";","""Calendar will be accessed to Sync with users calendar."";","""Calendar will be accessed to Sync with users calendar."";",
1259,0,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""gt4-0o-w53.normalTitle""","""Button"";",,"""Button"";","""Button"";","""Button"";","""ปุ่ม"";",
1260,1,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""hyD-zn-9lf.normalTitle""",,,"""Mới"";","""New"";","""New"";",,
1261,2,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""RV0-CJ-qYe.placeholder""","""   Search"";","""   搜索"";","""    Tìm kiếm"";","""   Cari"";","""   Search"";","""   ค้นหา"";",
1262,3,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""QEj-Rc-IZf.text""","""REWARDS"";","""奖励"";","""ĐỔI ĐIỂM THƯỞNG"";","""GANJARAN"";","""REWARDS"";","""ของรางวัล"";",
1263,4,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""Ggi-aM-LPt.normalTitle""","""Points"";",,"""Điểm"";","""Point"";","""Points"";","""คะแนน"";",
1264,5,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""WLc-Ht-CsQ.text""","""Label"";",,,,,,
1265,6,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""qbt-6K-c9k.normalTitle""","""Discounts"";",,"""Giảm giá"";","""DISKAUN"";","""Discounts"";","""ส่วนลด"";",
1266,7,SKOR/Rewardz Main Category/RewardzMainCategoryViewControllerCerraSG.strings,"""rRo-zz-UiY.text""","""Label"";",,,,,,
1267,0,SKOR/Presentation Layer/Settings/NewSetting/SettingTableCell/SettingCommonTableViewCell.strings,"""xYc-Yp-9di.text""","""Change Password"";","""更改密码"";","""Đổi Mật khẩu"";","""Tukar Kata Laluan"";","""Change Password"";","""เปลี่ยนรหัสผ่าน"";",
1268,0,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventAllowedActionCell/EventAllowedActionCell.strings,"""lTQ-D5-3Hc.normalTitle""","""ATTENDING"";","""ATTENDING"";","""ĐANG THAM DỰ"";","""hadir"";","""ATTENDING"";","""เรียน"";",
1269,0,SKOR/New Dashboard/Section provider/Dashboard Sections/Dashboard Items/Colllection View Custom Cell/CommonHorizontalCollectionViewCell.strings,"""mvU-uw-6tM.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Label"";","""Label"";",
1270,0,SKOR/RedeemedViewStoryboard/RedeemedViewStoryboard.strings,"""J5b-eU-x10.text""",,"""Powered by SKOR"";","""Powered by SKOR"";","""Powered by SKOR"";","""Powered by SKOR"";",,
1271,1,SKOR/RedeemedViewStoryboard/RedeemedViewStoryboard.strings,"""6st-79-jnJ.text""",,"""Your Card number : 12121212121212121212 Pin : 8793230000"";","""Your Card number : 12121212121212121212 Pin : 8793230000"";","""Your Card number : 12121212121212121212 Pin : 8793230000"";","""Your Card number : 12121212121212121212 Pin : 8793230000"";",,
1272,2,SKOR/RedeemedViewStoryboard/RedeemedViewStoryboard.strings,"""11k-X5-aZa.normalTitle""",,"""复制"";","""sao chép"";","""SALINAN"";","""Copy"";",,
1273,3,SKOR/RedeemedViewStoryboard/RedeemedViewStoryboard.strings,"""dOr-kS-S0d.normalTitle""","""แลกรางวัลแล้ว"";","""แลกรางวัลแล้ว"";","""Đã đổi"";","""DITEBUS"";","""REDEEMED"";","""แลกรางวัลแล้ว"";",
1274,4,SKOR/RedeemedViewStoryboard/RedeemedViewStoryboard.strings,"""p9m-gJ-HLC.text""",,,"""Code - 884848394832"";","""Code - 884848394832"";","""Code - 884848394832"";",,
1275,5,SKOR/RedeemedViewStoryboard/RedeemedViewStoryboard.strings,"""Tuf-Bi-NvO.text""",,"""CONTACT"";","""CONTACT"";","""KONTAK"";","""CONTACT"";",,
1276,6,SKOR/RedeemedViewStoryboard/RedeemedViewStoryboard.strings,"""Xjz-3D-foH.text""",,,"""Barcode for redemption"";","""Barcode for redemption"";","""Barcode for redemption"";",,
1277,7,SKOR/RedeemedViewStoryboard/RedeemedViewStoryboard.strings,"""0bf-ha-yPJ.text""",,"""ADDRESS"";","""ADDRESS"";","""ALAMAT"";","""ADDRESS"";",,
1278,8,SKOR/RedeemedViewStoryboard/RedeemedViewStoryboard.strings,"""JSB-Km-Jnd.text""",,"""EMAIL"";","""EMAIL"";","""E-mel"";","""EMAIL"";",,
1279,0,SKOR/ConnectAppWebView/Eventdescriptionwebview.strings,"""Akp-FQ-33n.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Label"";","""Label"";",
1280,0,SKOR/FilterRewardsView/FilterRewardsVCViewControllerCerraSG.strings,"""AmT-Ns-SbU.text""",,"""附近的奖励"";","""Phần thưởng gần đó"";","""Ganjaran Berdekatan"";","""Nearby Rewards"";","""รางวัลใกล้เคียง"";",
1281,1,SKOR/FilterRewardsView/FilterRewardsVCViewControllerCerraSG.strings,"""2Ql-38-IHt.text""",,"""您已获取 0 份奖励可兑换"";","""Bạn đã nhận được 0 Phần thưởng để đổi"";","""You have earned 0 Rewards to redeem"";","""You have earned 0 Rewards to redeem"";","""คุณได้รับ 0 รางวัลเพื่อแลก"";",
